"started_at","ended_at","duration","start_station_id","start_station_name","start_station_description","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_description","end_station_latitude","end_station_longitude"
"2019-09-05 16:33:10.911000+00:00","2019-09-05 17:00:10.864000+00:00","1619","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277","1041","Milton Road - Edinburgh College","Milton Road Campus","55.944051353414075","-3.098567246199309"
"2019-09-05 16:34:11.248000+00:00","2019-09-05 16:46:50.101000+00:00","758","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","345","Colinton Road","Colinton Road next to Napier University","55.93339776573361","-3.2124286474635255"
"2019-09-05 16:34:42.938000+00:00","2019-09-05 16:55:49.198000+00:00","1266","247","Charlotte Square","North Corner of Charlotte Square","55.95233546161639","-3.2071011721072864","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2019-09-05 16:34:50.064000+00:00","2019-09-05 16:56:47.058000+00:00","1316","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","258","Stockbridge","Hamilton Place by Dean Bank Lane","55.95856558589723","-3.2080701822277433"
"2019-09-05 16:35:03.186000+00:00","2019-09-05 17:06:23.732000+00:00","1880","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056"
"2019-09-05 16:37:25.693000+00:00","2019-09-05 16:52:01.552000+00:00","875","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801"
"2019-09-05 16:40:34.447000+00:00","2019-09-05 16:49:40.476000+00:00","546","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 16:40:45.759000+00:00","2019-09-05 17:09:27.565000+00:00","1721","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 16:40:51.043000+00:00","2019-09-05 16:59:16.712000+00:00","1105","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 16:41:41.275000+00:00","2019-09-05 16:53:32.364000+00:00","711","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956"
"2019-09-05 16:42:10.848000+00:00","2019-09-05 16:53:36.517000+00:00","685","247","Charlotte Square","North Corner of Charlotte Square","55.95233546161639","-3.2071011721072864","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2019-09-05 16:45:04.627000+00:00","2019-09-05 16:53:07.675000+00:00","483","879","Gladstone Terrace","Corner of Gladstone Terrace & Sciennes ROad","55.93802439880083","-3.1849792102048013","1039","Lothian Road","Outside the Usher Hall","55.947409199207115","-3.2057654971365537"
"2019-09-05 16:45:12.449000+00:00","2019-09-05 16:53:08.394000+00:00","475","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 16:45:37.555000+00:00","2019-09-05 16:55:57.609000+00:00","620","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 16:45:59.651000+00:00","2019-09-05 17:02:53.598000+00:00","1013","357","Macdonald Road","Macdonald Road","55.963995150971236","-3.1851887678931234","648","Western General","Western General virtual station across from public multi storey","55.96345848770889","-3.23280956008216"
"2019-09-05 16:48:51.497000+00:00","2019-09-05 16:56:19.216000+00:00","447","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432","290","Bruntsfield links","Corner of Bruntsfield Terrace and Bruntsfield Place","55.93715871276677","-3.206435329645956"
"2019-09-05 16:50:04.713000+00:00","2019-09-05 17:08:58.299000+00:00","1133","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432"
"2019-09-05 16:50:52.280000+00:00","2019-09-05 17:01:56.749000+00:00","664","356","East London Street","Outside St. Mary's Primary School","55.95994339132352","-3.187329201962484","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 16:53:37.246000+00:00","2019-09-05 17:04:08.424000+00:00","631","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727"
"2019-09-05 16:55:40.923000+00:00","2019-09-05 17:12:48.714000+00:00","1027","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167"
"2019-09-05 16:56:52.157000+00:00","2019-09-05 17:33:01.223000+00:00","2169","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056","346","Morningside Road","Corner of Morningside Road & Morningside Park by M & S car park","55.92798551356313","-3.209738736635245"
"2019-09-05 16:57:32.095000+00:00","2019-09-05 17:12:29.254000+00:00","897","290","Bruntsfield links","Corner of Bruntsfield Terrace and Bruntsfield Place","55.93715871276677","-3.206435329645956","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903"
"2019-09-05 17:02:43.281000+00:00","2019-09-05 17:43:42.799000+00:00","2459","355","Inverleith Row","Corner of Inverleith Row & Inverleith Terrace","55.964145597867244","-3.2020735606114386","1019","Grassmarket","West end of Grassmarket","55.947097278583385","-3.1972457326126005"
"2019-09-05 17:02:58.194000+00:00","2019-09-05 17:26:39.612000+00:00","1421","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453","1026","Constitution Street","Next to Burns Statue","55.97544142756835","-3.166806411195239"
"2019-09-05 17:03:25.906000+00:00","2019-09-05 17:54:43.979000+00:00","3078","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","345","Colinton Road","Colinton Road next to Napier University","55.93339776573361","-3.2124286474635255"
"2019-09-05 17:04:27.969000+00:00","2019-09-05 17:07:34.792000+00:00","186","189","City Chambers","City Chambers Quadrangle","55.95010933017899","-3.190257770093808","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903"
"2019-09-05 17:05:18.357000+00:00","2019-09-05 17:29:04.294000+00:00","1425","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 17:05:45.008000+00:00","2019-09-05 17:41:34.863000+00:00","2149","881","Tollcross","Outside Piccolino","55.94428069681837","-3.2029643592377397","252","Kings Buildings 1","Grant Institute","55.92418540667696","-3.173830830087809"
"2019-09-05 17:06:54.777000+00:00","2019-09-05 17:11:23.091000+00:00","268","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","355","Inverleith Row","Corner of Inverleith Row & Inverleith Terrace","55.964145597867244","-3.2020735606114386"
"2019-09-05 17:07:14.160000+00:00","2019-09-05 17:10:35.716000+00:00","201","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 17:08:13.473000+00:00","2019-09-05 17:18:30.495000+00:00","617","258","Stockbridge","Hamilton Place by Dean Bank Lane","55.95856558589723","-3.2080701822277433","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956"
"2019-09-05 17:08:22.965000+00:00","2019-09-05 17:10:45.158000+00:00","142","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277","1026","Constitution Street","Next to Burns Statue","55.97544142756835","-3.166806411195239"
"2019-09-05 17:09:20.224000+00:00","2019-09-05 17:24:54.674000+00:00","934","881","Tollcross","Outside Piccolino","55.94428069681837","-3.2029643592377397","253","Kings Building 2","Sanderson Building","55.92320215516664","-3.1716462453634904"
"2019-09-05 17:10:43.898000+00:00","2019-09-05 22:21:45.071000+00:00","18661","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956"
"2019-09-05 17:11:04.307000+00:00","2019-09-05 17:30:15.193000+00:00","1150","1051","Warrender Park Road","On corner with Spottiswoode Street","55.93836921723555","-3.1980326885466184","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467"
"2019-09-05 17:13:38.499000+00:00","2019-09-05 17:58:26.287000+00:00","2687","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547","866","Comely Bank Road","Between trees on Comely Bank Road","55.95940686974708","-3.2156598206622675"
"2019-09-05 17:13:49.685000+00:00","2019-09-05 17:19:03.355000+00:00","313","881","Tollcross","Outside Piccolino","55.94428069681837","-3.2029643592377397","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432"
"2019-09-05 17:15:48.712000+00:00","2019-09-05 18:12:33.685000+00:00","3404","648","Western General","Western General virtual station across from public multi storey","55.96345848770889","-3.23280956008216","648","Western General","Western General virtual station across from public multi storey","55.96345848770889","-3.23280956008216"
"2019-09-05 17:15:57.467000+00:00","2019-09-05 17:32:59.417000+00:00","1021","254","Kings Building 3","Kings Building House","55.923478807846635","-3.1753845849070785","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547"
"2019-09-05 17:18:38.585000+00:00","2019-09-05 18:13:03.239000+00:00","3264","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277","285","Ocean Terminal","Debenhams / Puregym entrance","55.981286014792985","-3.176351263805259"
"2019-09-05 17:19:01.152000+00:00","2019-09-05 18:12:58.797000+00:00","3237","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277","285","Ocean Terminal","Debenhams / Puregym entrance","55.981286014792985","-3.176351263805259"
"2019-09-05 17:20:22.184000+00:00","2019-09-05 17:29:35.321000+00:00","553","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825"
"2019-09-05 17:22:47.326000+00:00","2019-09-05 17:59:49.052000+00:00","2221","260","Lauriston Place","near Chalmers Street","55.944771652335476","-3.1972658564195626","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727"
"2019-09-05 17:24:03.248000+00:00","2019-09-05 17:38:29.196000+00:00","865","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825","357","Macdonald Road","Macdonald Road","55.963995150971236","-3.1851887678931234"
"2019-09-05 17:27:16.322000+00:00","2019-09-05 17:51:10.762000+00:00","1434","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 17:28:01.564000+00:00","2019-09-05 17:38:11.973000+00:00","610","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825"
"2019-09-05 17:28:21.150000+00:00","2019-09-05 17:43:37.272000+00:00","916","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","357","Macdonald Road","Macdonald Road","55.963995150971236","-3.1851887678931234"
"2019-09-05 17:28:39.439000+00:00","2019-09-05 17:35:38.916000+00:00","419","344","Marchmont Crescent","Corner of Marchmont Crescent & Marchmont Road","55.936397496743666","-3.194252202886105","359","Causewayside","Causewayside outside NLS","55.93642987756881","-3.1801149035579783"
"2019-09-05 17:31:07.744000+00:00","2019-09-05 17:38:31.001000+00:00","443","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836"
"2019-09-05 17:32:46.151000+00:00","2019-09-05 17:54:12.562000+00:00","1286","356","East London Street","Outside St. Mary's Primary School","55.95994339132352","-3.187329201962484","889","Murrayfield Tram","By the side of the station entrance","55.9419563895648","-3.237802024128314"
"2019-09-05 17:32:48.738000+00:00","2019-09-05 17:44:47.391000+00:00","718","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2019-09-05 17:36:40.028000+00:00","2019-09-05 18:28:17.389000+00:00","3097","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","1050","EICC","Outside Edinburgh International Conference Centre","55.94607055533778","-3.2103963310007657"
"2019-09-05 17:40:46.467000+00:00","2019-09-05 17:42:22.502000+00:00","96","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825"
"2019-09-05 17:42:01.228000+00:00","2019-09-05 17:51:15.496000+00:00","554","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 17:45:09.709000+00:00","2019-09-05 18:01:27.752000+00:00","978","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 17:45:53.756000+00:00","2019-09-05 18:14:22.572000+00:00","1708","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 17:47:05.639000+00:00","2019-09-05 23:36:20.595000+00:00","20954","251","Waverley Station","Platform level near Calton Road Exit","55.952641035774384","-3.187526919462357","258","Stockbridge","Hamilton Place by Dean Bank Lane","55.95856558589723","-3.2080701822277433"
"2019-09-05 17:58:09.950000+00:00","2019-09-05 20:56:41.041000+00:00","10711","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903"
"2019-09-05 17:59:38.121000+00:00","2019-09-05 19:03:44.698000+00:00","3846","246","Royal Commonwealth Pool","Royal Commonwealth Pool Entrance","55.939000247888764","-3.173923554315593","264","Pollock Halls","Pollock Halls Entrance","55.939963469723715","-3.1715859343115653"
"2019-09-05 18:00:26.193000+00:00","2019-09-05 18:09:02.742000+00:00","516","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929","366","Dudley Gardens","Corner of Dudley Gardens on Newhaven Road","55.97592062794979","-3.1913460792943624"
"2019-09-05 18:03:30.104000+00:00","2019-09-05 18:20:42.148000+00:00","1032","344","Marchmont Crescent","Corner of Marchmont Crescent & Marchmont Road","55.936397496743666","-3.194252202886105","881","Tollcross","Outside Piccolino","55.94428069681837","-3.2029643592377397"
"2019-09-05 18:05:24.177000+00:00","2019-09-05 18:21:53.927000+00:00","989","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 18:05:42.489000+00:00","2019-09-05 18:10:31.026000+00:00","288","296","Castle Terrace","Corner of Castle Terrace and Lady Lawson St","55.94676648672239","-3.2020378290551434","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453"
"2019-09-05 18:08:09.727000+00:00","2019-09-05 18:58:31.615000+00:00","3021","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 18:10:38.305000+00:00","2019-09-05 18:23:10.276000+00:00","751","189","City Chambers","City Chambers Quadrangle","55.95010933017899","-3.190257770093808","1026","Constitution Street","Next to Burns Statue","55.97544142756835","-3.166806411195239"
"2019-09-05 18:10:44.283000+00:00","2019-09-05 18:23:15.391000+00:00","751","189","City Chambers","City Chambers Quadrangle","55.95010933017899","-3.190257770093808","344","Marchmont Crescent","Corner of Marchmont Crescent & Marchmont Road","55.936397496743666","-3.194252202886105"
"2019-09-05 18:13:13.759000+00:00","2019-09-05 18:19:54.992000+00:00","401","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 18:16:16.076000+00:00","2019-09-05 18:27:51.662000+00:00","695","356","East London Street","Outside St. Mary's Primary School","55.95994339132352","-3.187329201962484","866","Comely Bank Road","Between trees on Comely Bank Road","55.95940686974708","-3.2156598206622675"
"2019-09-05 18:18:07.674000+00:00","2019-09-05 19:10:34.111000+00:00","3146","171","George Square","George Square, south side in front of University library","55.94308406301113","-3.1883110727223993","246","Royal Commonwealth Pool","Royal Commonwealth Pool Entrance","55.939000247888764","-3.173923554315593"
"2019-09-05 18:18:12.952000+00:00","2019-09-05 18:25:37.388000+00:00","444","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","344","Marchmont Crescent","Corner of Marchmont Crescent & Marchmont Road","55.936397496743666","-3.194252202886105"
"2019-09-05 18:22:22.964000+00:00","2019-09-05 18:32:40.088000+00:00","617","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843"
"2019-09-05 18:28:56.972000+00:00","2019-09-05 18:46:46.933000+00:00","1069","247","Charlotte Square","North Corner of Charlotte Square","55.95233546161639","-3.2071011721072864","346","Morningside Road","Corner of Morningside Road & Morningside Park by M & S car park","55.92798551356313","-3.209738736635245"
"2019-09-05 18:29:26.145000+00:00","2019-09-05 19:25:06.690000+00:00","3340","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167"
"2019-09-05 18:29:31.846000+00:00","2019-09-05 19:24:30.549000+00:00","3298","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167"
"2019-09-05 18:29:34.193000+00:00","2019-09-05 19:27:11.236000+00:00","3457","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167"
"2019-09-05 18:33:20.073000+00:00","2019-09-05 18:57:51.689000+00:00","1471","285","Ocean Terminal","Debenhams / Puregym entrance","55.981286014792985","-3.176351263805259","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 18:35:27.973000+00:00","2019-09-05 18:45:48.975000+00:00","621","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836"
"2019-09-05 18:45:15.066000+00:00","2019-09-05 18:50:17.828000+00:00","302","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547"
"2019-09-05 18:57:16.770000+00:00","2019-09-05 19:05:40.660000+00:00","503","251","Waverley Station","Platform level near Calton Road Exit","55.952641035774384","-3.187526919462357","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 19:00:45.235000+00:00","2019-09-05 19:30:56.287000+00:00","1811","648","Western General","Western General virtual station across from public multi storey","55.96345848770889","-3.23280956008216","285","Ocean Terminal","Debenhams / Puregym entrance","55.981286014792985","-3.176351263805259"
"2019-09-05 19:16:43.430000+00:00","2019-09-05 20:04:46.357000+00:00","2882","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801"
"2019-09-05 19:18:00.674000+00:00","2019-09-05 19:29:01.410000+00:00","660","253","Kings Building 2","Sanderson Building","55.92320215516664","-3.1716462453634904","879","Gladstone Terrace","Corner of Gladstone Terrace & Sciennes ROad","55.93802439880083","-3.1849792102048013"
"2019-09-05 19:22:47.234000+00:00","2019-09-05 19:26:37.705000+00:00","230","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432","246","Royal Commonwealth Pool","Royal Commonwealth Pool Entrance","55.939000247888764","-3.173923554315593"
"2019-09-05 19:28:43.080000+00:00","2019-09-05 19:46:28.825000+00:00","1065","1028","The Tron","Next to Tron Kirk Royal Mile","55.95003729291336","-3.1878215188269223","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547"
"2019-09-05 19:35:15.611000+00:00","2019-09-05 19:40:54.559000+00:00","338","1051","Warrender Park Road","On corner with Spottiswoode Street","55.93836921723555","-3.1980326885466184","248","Bristo Square","Bristo Square, near Potterrow","55.94583371599285","-3.189053072075467"
"2019-09-05 19:42:58.104000+00:00","2019-09-05 19:56:19.423000+00:00","801","1024","Meadow Place","End of Meadow Place","55.940237631689435","-3.194640214184801","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727"
"2019-09-05 19:48:03.882000+00:00","2019-09-05 19:58:11.660000+00:00","607","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","868","Dundas Street","Corner of Dundas Street & Henderson Row","55.96094446922441","-3.2013869942491056"
"2019-09-05 19:50:30.509000+00:00","2019-09-05 19:55:49.521000+00:00","319","225","Waverley Court","On Waverley Court forecourt","55.95173449698344","-3.1841785354060903","347","Simon Square","Corner of Simon Square & Gilmour Street","55.944867799682754","-3.182670511194715"
"2019-09-05 19:51:39.692000+00:00","2019-09-05 20:13:53.080000+00:00","1333","246","Royal Commonwealth Pool","Royal Commonwealth Pool Entrance","55.939000247888764","-3.173923554315593","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 19:59:46.272000+00:00","2019-09-05 20:29:03.086000+00:00","1756","345","Colinton Road","Colinton Road next to Napier University","55.93339776573361","-3.2124286474635255","349","Orchard Brae House","Outside Orchard Brae House on Queensferry Road","55.95508276879095","-3.2236342639564555"
"2019-09-05 20:05:54.310000+00:00","2019-09-05 20:19:01.962000+00:00","787","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843","257","Portobello","Edinburgh Leisure Tumbles Centre","55.957004308392506","-3.1168881187301167"
"2019-09-05 20:07:33.360000+00:00","2019-09-05 20:12:49.696000+00:00","316","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 20:08:36.768000+00:00","2019-09-05 20:33:41.060000+00:00","1504","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929","262","Canonmills","near Tesco's","55.96280408759764","-3.196283585062929"
"2019-09-05 20:11:30.994000+00:00","2019-09-05 20:28:22.048000+00:00","1011","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843"
"2019-09-05 20:17:25.444000+00:00","2019-09-05 20:25:28.174000+00:00","482","1019","Grassmarket","West end of Grassmarket","55.947097278583385","-3.1972457326126005","1025","Dundee Terrace","Corner of Dundee Street & Dundee Terrace","55.93970989541296","-3.2205889336679547"
"2019-09-05 20:20:03.297000+00:00","2019-09-05 20:29:57.208000+00:00","593","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 20:27:45.575000+00:00","2019-09-05 20:35:26.030000+00:00","460","260","Lauriston Place","near Chalmers Street","55.944771652335476","-3.1972658564195626","265","Meadows East","Melville Terrace","55.939809466328285","-3.182738850746432"
"2019-09-05 20:32:34.550000+00:00","2019-09-05 20:39:20.868000+00:00","406","290","Bruntsfield links","Corner of Bruntsfield Terrace and Bruntsfield Place","55.93715871276677","-3.206435329645956","1019","Grassmarket","West end of Grassmarket","55.947097278583385","-3.1972457326126005"
"2019-09-05 20:36:47.432000+00:00","2019-09-05 20:43:48.670000+00:00","421","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","258","Stockbridge","Hamilton Place by Dean Bank Lane","55.95856558589723","-3.2080701822277433"
"2019-09-05 20:51:18.522000+00:00","2019-09-05 20:57:19.984000+00:00","361","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537"
"2019-09-05 21:05:06.803000+00:00","2019-09-05 21:17:33.937000+00:00","747","256","St Andrews House","beside Jacobs ladder","55.95316433242384","-3.181682340931843","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2019-09-05 21:05:17.142000+00:00","2019-09-05 21:31:58.223000+00:00","1601","889","Murrayfield Tram","By the side of the station entrance","55.9419563895648","-3.237802024128314","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277"
"2019-09-05 21:06:45.408000+00:00","2019-09-05 21:11:31.174000+00:00","285","289","Castle Street","Near Rose Street","55.951500737349754","-3.2031839065252825","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836"
"2019-09-05 21:11:28.707000+00:00","2019-09-05 21:18:24.041000+00:00","415","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836","870","Hillside Crescent","East corner of Hillside Crescent & London Road","55.957792800284125","-3.1757986190875727"
"2019-09-05 21:11:31.970000+00:00","2019-09-05 21:26:47.531000+00:00","915","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","1038","South Trinity Road","Corner of South Trinity Road and Ferry Road","55.97132539148155","-3.207963567424258"
"2019-09-05 21:12:31.270000+00:00","2019-09-05 21:20:42.755000+00:00","491","1051","Warrender Park Road","On corner with Spottiswoode Street","55.93836921723555","-3.1980326885466184","249","Fountainbridge","Fountainbridge by Gardner's Crescent","55.94335692764551","-3.2092475016246453"
"2019-09-05 21:25:57.483000+00:00","2019-09-05 21:48:57.309000+00:00","1379","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836"
"2019-09-05 21:28:28.184000+00:00","2019-09-05 21:45:00.027000+00:00","991","259","St Andrew Square","North East corner","55.95490573198223","-3.192443756949956","250","Victoria Quay","Entrance to Scottish Government Office","55.977617152546344","-3.1741263194576277"
"2019-09-05 21:33:38.225000+00:00","2019-09-05 21:50:01.544000+00:00","983","358","Leith Walk","Leith Walk opposite Dalmeny Street","55.96503980507732","-3.1766864147848537","183","Waverley Bridge","near the top of the South ramp","55.95134439884462","-3.1914209989898836"
